name,lat,lng,type,region,base_lake
Svínavatn,64.1022339,-20.6933391,Water,Iceland,Thingvallavatn
Kerið,64.0409587,-20.8846267,Lake,Iceland,Thingvallavatn
Álftatjörn,64.0613153,-21.2027885,Water,Iceland,Thingvallavatn
Kattartjörn efri,64.0659962,-21.1903765,Water,Iceland,Thingvallavatn
Kattartjörn neðri,64.0706325,-21.1781017,Water,Iceland,Thingvallavatn
Grindagilstjörn,64.276876,-21.3466569,Water,Iceland,Thingvallavatn
Lómatjörn,64.1960655,-21.4749027,Water,Iceland,Thingvallavatn
Markatjörn,64.2406789,-21.2644741,Water,Iceland,Thingvallavatn
Djáknapollur,64.0852843,-21.168544,Water,Iceland,Thingvallavatn
Villingavatn,64.11048,-21.0842358,Water,Iceland,Thingvallavatn
Laugardælavatn,63.9572701,-20.9443566,Water,Iceland,Thingvallavatn
Sandkluftavatn,64.3331327,-20.9989365,Water,Iceland,Thingvallavatn
Stapatjörn,64.2183924,-21.077632,Water,Iceland,Thingvallavatn
Eyjatjörn,64.3040261,-21.5224624,Water,Iceland,Thingvallavatn
Lómatjörn,64.1163187,-21.194134,Water,Iceland,Thingvallavatn
Borgarvatn,64.1395099,-21.6245444,Lake,Iceland,Thingvallavatn
Bjarnarvatn,64.142853,-21.5934271,Lake,Iceland,Thingvallavatn
Drekkingarhylur,64.2610487,-21.1218546,Water,Iceland,Thingvallavatn
Vatnasafarí,64.0920844,-21.0524207,Water,Iceland,Thingvallavatn
Sandfellstjörn,64.3140714,-21.4659226,Lake,Iceland,Thingvallavatn
Þingvallavatn,64.1877432,-21.1345575,Lake,Iceland,Thingvallavatn
Mjóavatn,64.2238682,-21.2880224,Water,Iceland,Thingvallavatn
Úlfljótsvatn,64.111303,-21.0319717,Reservoir,Iceland,Thingvallavatn
Álftavatn,64.0361727,-20.9777416,Lake,Iceland,Thingvallavatn
Tjarnir,64.2473682,-21.0551898,Water,Iceland,Thingvallavatn
Hestvatn,64.0222579,-20.712468,Lake,Iceland,Thingvallavatn
Grjótártjarnir,64.2805329,-21.3129053,Water,Iceland,Thingvallavatn
Apavatn,64.1749679,-20.6547686,Lake,Iceland,Thingvallavatn
Heiðartjörn,64.0772078,-21.024726,Water,Iceland,Thingvallavatn
Laugarvatn,64.2100818,-20.7034588,Lake,Iceland,Thingvallavatn
Bauluvatn,64.0921455,-20.8651484,Water,Iceland,Thingvallavatn
Leirvogsvatn,64.1965896,-21.4531568,Water,Iceland,Thingvallavatn
Fátækramannatjörn,64.2337005,-21.2600171,Water,Iceland,Thingvallavatn
Stóralandstjörn,64.2092883,-21.3241071,Water,Iceland,Thingvallavatn
Drykkjartjörn,64.2325679,-21.2446386,Water,Iceland,Thingvallavatn
Sandvatn,64.341514,-21.2256369,Lake,Iceland,Thingvallavatn
Hvalvatn,64.386808,-21.164074,Lake,Iceland,Thingvallavatn
Myrkavatn,64.3273524,-21.241816,Lake,Iceland,Thingvallavatn
Krókatjarnir,64.3795932,-21.086901,Water,Iceland,Thingvallavatn
Helluvaðstjörn,65.5741363,-17.1813566,Water,Iceland,Lake Myvatn
Kringluvatn,65.7647941,-17.2242477,Water,Iceland,Lake Myvatn
Syðri-Leiðarhólstjörn,65.4600244,-17.1462867,Water,Iceland,Lake Myvatn
Blátjörn,65.5949552,-17.0676496,Lake,Iceland,Lake Myvatn
Víti,65.7172196,-16.7540787,Lake,Iceland,Lake Myvatn
Hot Pot,65.691806,-16.7728734,Water,Iceland,Lake Myvatn
Másvatn,65.6375201,-17.2412482,Lake,Iceland,Lake Myvatn
Karlagjá,65.6263302,-16.8830526,Water,Iceland,Lake Myvatn
Kvennagjá,65.62573,-16.8833864,Water,Iceland,Lake Myvatn
Stóragjá,65.638193,-16.9100092,Lake,Iceland,Lake Myvatn
Kringlutjörn,65.7465675,-17.2037959,Water,Iceland,Lake Myvatn
Karlsmýri,65.5737143,-17.0235797,Lake,Iceland,Lake Myvatn
Ytri-Leiðarhólstjörn,65.4673765,-17.1358239,Water,Iceland,Lake Myvatn
Mývatn,65.6031748,-17.0173502,Lake,Iceland,Lake Myvatn
Sandvatn,65.6448736,-17.0801865,Water,Iceland,Lake Myvatn
Laxá,65.7279542,-17.2435208,Water,Iceland,Lake Myvatn
Stakhólstjörn,65.5700366,-17.027923,Lake,Iceland,Lake Myvatn
Leirtjörn,65.4218958,-17.1399459,Water,Iceland,Lake Myvatn
Sigurðarstaðatjörn,65.5374589,-17.4280554,Water,Iceland,Lake Myvatn
Brunnvatn,65.4785011,-17.3835415,Water,Iceland,Lake Myvatn
Kalmanstjörn,65.6577484,-17.2338705,Water,Iceland,Lake Myvatn
Nollstjörn,65.4909986,-17.1496537,Water,Iceland,Lake Myvatn
Sandvatn,65.5081043,-17.206564,Lake,Iceland,Lake Myvatn
Syðra-Hólavatn,65.4510104,-17.1741548,Water,Iceland,Lake Myvatn
Ytra-Hólavatn,65.4624577,-17.1660197,Water,Iceland,Lake Myvatn
Nykurtjörn,65.7885002,-17.2419745,Lake,Iceland,Lake Myvatn
Arnarvatn,65.6245548,-17.3959515,Lake,Iceland,Lake Myvatn
Engivatn,65.6662312,-17.4538152,Water,Iceland,Lake Myvatn
Kálfborgarárvatn,65.4998828,-17.3274173,Lake,Iceland,Lake Myvatn
Arnarvatn,65.5663157,-17.1387832,Water,Iceland,Lake Myvatn
Grænavatn,65.5480997,-17.0004711,Water,Iceland,Lake Myvatn
Lake Vida,-77.3898215,161.9432474,Lake,Antarctica,Lake Vanda
Lake Bull,-77.5250503,161.7116435,Lake,Antarctica,Lake Vanda
Lake Vanda,-77.5308265,161.5667471,Lake,Antarctica,Lake Vanda
Bullseye Lake,-77.4150568,161.2417069,Lake,Antarctica,Lake Vanda
Don Juan Pond,-77.5632557,161.1869881,Lake,Antarctica,Lake Vanda
Lake Vashka,-77.3496937,161.1740914,Lake,Antarctica,Lake Vanda
Lake House,-77.7050378,161.3975602,Lake,Antarctica,Lake Vanda
Sigrid Pond,-77.7083908,161.5837912,Lake,Antarctica,Lake Vanda
Don Quixote Pond,-77.5331485,161.1646832,Lake,Antarctica,Lake Vanda
Anvil Pond,-77.5483832,160.8125827,Lake,Antarctica,Lake Vanda
Gupwell Pond,-77.5570903,160.9106914,Lake,Antarctica,Lake Vanda
Balham Lake,-77.4282689,160.9661429,Lake,Antarctica,Lake Vanda
Lake Canopus,-77.5464337,161.5267131,Lake,Antarctica,Lake Vanda
Matsumoto Pond,-77.5598426,161.071376,Lake,Antarctica,Lake Vanda
Murray Pond,-77.558815,160.9418539,Lake,Antarctica,Lake Vanda
Williams Pond,-77.5413237,160.9841588,Lake,Antarctica,Lake Vanda
Poseidon Pond,-77.4556102,162.1938341,Lake,Antarctica,Lake Vanda
Lake Joyce,-77.7204674,161.6309207,Lake,Antarctica,Lake Vanda
Watanuki Pond,-77.5260358,160.771404,Lake,Antarctica,Lake Vanda
Kurasawa Pond,-77.5276509,160.747658,Lake,Antarctica,Lake Vanda
Lake Thomas,-77.4102211,162.2424216,Lake,Antarctica,Lake Vanda
Victoria Upper Lake,-77.3132954,161.5750162,Lake,Antarctica,Lake Vanda
Webb Lake,-77.333154,160.845303,Lake,Antarctica,Lake Vanda
Hourglass Lake,-77.3434096,161.0506285,Lake,Antarctica,Lake Vanda
Pārera Pond,-77.6535004,162.9166366,Lake,Antarctica,Lake Fryxell
Spaulding Pond,-77.6582139,163.1173458,Lake,Antarctica,Lake Fryxell
Lake Chad,-77.6432456,162.7658052,Lake,Antarctica,Lake Fryxell
Mummy Pond,-77.6620856,162.668816,Lake,Antarctica,Lake Fryxell
Karoro Pond,-77.6749976,162.2679326,Lake,Antarctica,Lake Fryxell
Yale Tarn,-77.5682795,163.1597436,Water,Antarctica,Lake Fryxell
Harvard Tarn,-77.5709993,163.1476675,Water,Antarctica,Lake Fryxell
Princeton Tarn,-77.5813322,163.1312492,Water,Antarctica,Lake Fryxell
Penn Tarn,-77.5808024,163.1172137,Water,Antarctica,Lake Fryxell
Lake Bonney,-77.7146259,162.388201,Lake,Antarctica,Lake Fryxell
Pūkeko Pond,-77.4839311,162.56507,Lake,Antarctica,Lake Fryxell
Lake Hoare,-77.632333,162.8625196,Lake,Antarctica,Lake Fryxell
Lake Fryxell,-77.6108551,163.1567894,Lake,Antarctica,Lake Fryxell
Lake Brownworth,-77.4297342,162.742273,Lake,Antarctica,Lake Fryxell
Kakī Ponds,-77.7011521,162.7181569,Lake,Antarctica,Lake Fryxell
Many Glaciers Pond,-77.5976276,163.3240929,Lake,Antarctica,Lake Bonney
Varner Harbor,33.502653,-115.9153492,Water,USA_California,Salton Sea
Salton Sea,33.3157949,-115.8396718,Lake,USA_California,Salton Sea
Lake Havasu,34.4594774,-114.3730271,Lake,USA_Arizona,Lake Havasu
Lake Havasu,34.4687713,-114.3626622,Lake,USA_Arizona,Lake Havasu
Havash Lake,34.4304215,-114.2947412,Water,USA_Arizona,Lake Havasu
Lake Havasu,34.4620456,-114.3664659,Water,USA_Arizona,Lake Havasu
Gene Wash Reservoir,34.3013452,-114.1722783,Reservoir,USA_Arizona,Lake Havasu
Lake Havasu,34.410463,-114.2510185,Reservoir,USA_Arizona,Lake Havasu
Copper Basin Reservoir,34.2870159,-114.2295072,Reservoir,USA_Arizona,Lake Havasu
Loy Lake,33.7305818,-96.5919765,Lake,USA_Texas,Lake Texoma
Randell Lake,33.7956696,-96.5879398,Lake,USA_Texas,Lake Texoma
R and G Lake,33.7891507,-96.6108349,Lake,USA_Texas,Lake Texoma
Boatner Lake,33.8761168,-96.2930405,Water,USA_Texas,Lake Texoma
Kirkpatrick Lake,33.8068202,-96.441739,Reservoir,USA_Texas,Lake Texoma
Kemp Lake,33.8096605,-96.443812,Reservoir,USA_Texas,Lake Texoma
Oknoname 013018 Reservoir,34.0037033,-96.5492872,Reservoir,USA_Texas,Lake Texoma
Soil Conservation Service Site 34a Reservoir,33.6577218,-96.4299666,Reservoir,USA_Texas,Lake Texoma
Lake Texoma,33.9380977,-96.7913668,Reservoir,USA_Texas,Lake Texoma
Waterloo Lake,33.7427756,-96.5706646,Reservoir,USA_Texas,Lake Texoma
City Lake,31.5141706,-94.1000834,Lake,USA_Louisiana,Toledo Bend
City Lake Number 2,31.3400332,-93.8666405,Water,USA_Louisiana,Toledo Bend
Red Hills Lake,31.4729902,-93.8306988,Water,USA_Louisiana,Toledo Bend
Toledo Bend Reservoir,31.5690374,-93.8184517,Reservoir,USA_Louisiana,Toledo Bend
Whittakers Lake,30.8421466,-84.8242295,Water,USA_Georgia,Lake Seminole
Nash Pond,30.8018821,-84.970839,Reservoir,USA_Georgia,Lake Seminole
Lake Laurie,30.6303803,-84.6336712,Water,USA_Georgia,Lake Seminole
Earle May Boat Basin,30.8990997,-84.5945466,Water,USA_Georgia,Lake Seminole
Heath Pond,30.8396558,-84.9591865,Reservoir,USA_Georgia,Lake Seminole
Kit Hole,30.8303514,-84.9936905,Water,USA_Georgia,Lake Seminole
Harvel Pond,30.7997367,-84.8629907,Water,USA_Georgia,Lake Seminole
Rich Lake,30.7942981,-84.5396372,Reservoir,USA_Georgia,Lake Seminole
Lake Finnely,30.7152057,-85.0152004,Lake,USA_Georgia,Lake Seminole
Yarber Pond,30.8172126,-84.973771,Reservoir,USA_Georgia,Lake Seminole
Jane Pond,30.824112,-84.9685467,Reservoir,USA_Georgia,Lake Seminole
Big Lake,30.9165218,-84.8186053,Water,USA_Georgia,Lake Seminole
Spooner Springs,30.9221315,-84.8135018,Water,USA_Georgia,Lake Seminole
Buck Hole,30.9413605,-84.8501179,Water,USA_Georgia,Lake Seminole
Little Lake,30.916542,-84.8206742,Water,USA_Georgia,Lake Seminole
Sykes Water Gap,30.9210544,-84.8304875,Water,USA_Georgia,Lake Seminole
Buttonwood Pond,30.9198302,-84.8297123,Water,USA_Georgia,Lake Seminole
Cutoff Pond,30.8136716,-84.7658145,Water,USA_Georgia,Lake Seminole
Goose Lake,30.9642347,-84.8601978,Water,USA_Georgia,Lake Seminole
Peter Pond,30.7782059,-84.7055518,Water,USA_Georgia,Lake Seminole
Thompson Pond,30.7411497,-85.0030101,Water,USA_Georgia,Lake Seminole
Well Pond,30.7358087,-84.9974655,Water,USA_Georgia,Lake Seminole
Cow Pen Pond,30.7962285,-85.01433,Water,USA_Georgia,Lake Seminole
Charley Pond,30.8718796,-84.9811794,Reservoir,USA_Georgia,Lake Seminole
Lake Seminole,30.7897294,-84.8739362,Water,USA_Georgia,Lake Seminole
Lake Seminole,30.7760234,-84.7351365,Water,USA_Georgia,Lake Seminole
Lake Seminole,30.829219,-84.8605767,Reservoir,USA_Georgia,Lake Seminole
Silver Lake,30.8151224,-84.7514863,Water,USA_Georgia,Lake Seminole
Brice Lake,34.3961637,-84.0753515,Reservoir,USA_Georgia,Lake Lanier
Reservoir Five,34.2928955,-84.0948013,Reservoir,USA_Georgia,Lake Lanier
Settingdown Creek Watershed Reservoir Number 54,34.3120616,-84.0994932,Water,USA_Georgia,Lake Lanier
Blackburn State Park Lake,34.4494531,-84.0313183,Reservoir,USA_Georgia,Lake Lanier
Thomas Lake,34.3364859,-84.1094948,Reservoir,USA_Georgia,Lake Lanier
Vandiver Lake,34.3865376,-84.1080132,Water,USA_Georgia,Lake Lanier
Reservoir Six,34.2912364,-84.081518,Reservoir,USA_Georgia,Lake Lanier
Reservoir Four,34.3013376,-84.0704545,Water,USA_Georgia,Lake Lanier
Reece Lake,34.4624331,-84.1628581,Reservoir,USA_Georgia,Lake Lanier
Kalb Lake,34.3280509,-84.0519677,Reservoir,USA_Georgia,Lake Lanier
Settingdown Creek Watershed 10 Reservoir,34.2858965,-84.1103529,Reservoir,USA_Georgia,Lake Lanier
Settingdown Reservoir Number 56,34.3163485,-84.0676358,Water,USA_Georgia,Lake Lanier
Girl Scout Camp Echo Lake,34.3973053,-84.0693038,Reservoir,USA_Georgia,Lake Lanier
Etowah River Watershed Number 25 Lake,34.5126756,-84.1211143,Water,USA_Georgia,Lake Lanier
Etowah River Watershed Number 26 Lak,34.514988,-84.0766203,Water,USA_Georgia,Lake Lanier
Reservoir 59,34.3048977,-84.0599117,Water,USA_Georgia,Lake Lanier
Burt Lake,34.4720362,-84.1448825,Reservoir,USA_Georgia,Lake Lanier
Bruce Lake,34.3620805,-84.0785474,Reservoir,USA_Georgia,Lake Lanier
Reservoir 21,34.3060657,-84.1303573,Water,USA_Georgia,Lake Lanier
Woody Lake,34.5219666,-84.0243259,Water,USA_Georgia,Lake Lanier
Ponys Lake,34.4656202,-83.9284691,Water,USA_Georgia,Lake Lanier
Whitners Lake,34.6178085,-83.9278763,Water,USA_Georgia,Lake Lanier
Martins Lake,34.4150769,-83.8379858,Reservoir,USA_Georgia,Lake Lanier
Knight Lake,34.6110176,-83.8124958,Reservoir,USA_Georgia,Lake Lanier
Rodgers Lake,34.614282,-83.9387178,Water,USA_Georgia,Lake Lanier
Dorsey Pond,34.5551169,-83.7353293,Reservoir,USA_Georgia,Lake Lanier
Anderson Lake;Anderson Lake Number Two,34.320223,-84.0196098,Reservoir,USA_Georgia,Lake Lanier
Glade Lake,34.4218721,-83.7410335,Water,USA_Georgia,Lake Lanier
Majors Lake,34.5782907,-84.0499513,Water,USA_Georgia,Lake Lanier
Lake Marie,34.3306763,-84.0376965,Reservoir,USA_Georgia,Lake Lanier
Anderson Lake Number One,34.3179998,-84.0228744,Reservoir,USA_Georgia,Lake Lanier
Camp Glisson Lower Lake,34.5505049,-84.0098717,Water,USA_Georgia,Lake Lanier
Hood Pond,34.538382,-83.7411259,Water,USA_Georgia,Lake Lanier
Lake Arthur,34.5917056,-83.8677128,Water,USA_Georgia,Lake Lanier
Pine Lake,34.384598,-83.9253983,Reservoir,USA_Georgia,Lake Lanier
Glass Pond,34.5177995,-83.705487,Water,USA_Georgia,Lake Lanier
Dorsey Pond,34.5559433,-83.7359615,Water,USA_Georgia,Lake Lanier
Burgess Lake,34.5206388,-83.8968347,Water,USA_Georgia,Lake Lanier
Cane Creek Falls,34.5557817,-84.0090934,Water,USA_Georgia,Lake Lanier
Seabolt Pond,34.5773668,-83.7463409,Water,USA_Georgia,Lake Lanier
Whitmire Lake,34.4930189,-83.7501403,Reservoir,USA_Georgia,Lake Lanier
Rendering Plant Lake,34.2818413,-84.0547972,Reservoir,USA_Georgia,Lake Lanier
Reservoir One,34.226605,-83.8273301,Reservoir,USA_Georgia,Lake Lanier
Reservoir Seven,34.257026,-83.7915135,Water,USA_Georgia,Lake Lanier
Ramsey-Fraser Lake,34.3341504,-83.7779298,Reservoir,USA_Georgia,Lake Lanier
Miller Lake,34.3316332,-83.709137,Reservoir,USA_Georgia,Lake Lanier
Gainesville Stone Lake,34.2065425,-83.7724191,Water,USA_Georgia,Lake Lanier
Miller Lake,34.3292649,-83.7101507,Water,USA_Georgia,Lake Lanier
Norrell Lake,34.2698844,-84.1096421,Reservoir,USA_Georgia,Lake Lanier
Mills Pond,34.2331775,-83.870392,Water,USA_Georgia,Lake Lanier
Trustee Pond,34.2395571,-83.8683547,Water,USA_Georgia,Lake Lanier
Lake Zwerner,34.5486567,-83.9678874,Reservoir,USA_Georgia,Lake Lanier
Forest Pond,34.3352158,-83.818062,Water,USA_Georgia,Lake Lanier
Tims's Pond,34.5080747,-84.0235703,Water,USA_Georgia,Lake Lanier
Edward's Pond,34.5090572,-84.0202221,Water,USA_Georgia,Lake Lanier
Private Pond,34.2103428,-84.041925,Water,USA_Georgia,Lake Lanier
Gainesville Quarry Lake,34.1976331,-83.773783,Lake,USA_Georgia,Lake Lanier
Chestatee,34.517186,-83.9094822,Water,USA_Georgia,Lake Lanier
Lake Lanier,34.2930629,-83.9051419,Reservoir,USA_Georgia,Lake Lanier
Brookdale Lake,35.8006608,-80.8753334,Lake,USA_North_Carolina,Lake Norman
Emerson Lake,35.4896598,-80.7374918,Water,USA_North_Carolina,Lake Norman
Earnhardt Lake,35.492329,-80.7427525,Water,USA_North_Carolina,Lake Norman
Barger Lake,35.4885776,-80.8224998,Water,USA_North_Carolina,Lake Norman
Willis Lake,35.4594833,-80.7577568,Water,USA_North_Carolina,Lake Norman
Edwards Lake,35.503731,-80.7720097,Water,USA_North_Carolina,Lake Norman
Episcopal Church Lake,35.4594419,-81.09109,Water,USA_North_Carolina,Lake Norman
Smith Lake,35.4866016,-80.9925022,Water,USA_North_Carolina,Lake Norman
Sheatina Lake,35.401127,-80.8618642,Water,USA_North_Carolina,Lake Norman
Murrays Mill Lake,35.6732429,-81.0953704,Lake,USA_North_Carolina,Lake Norman
Kelly Lake,35.4071426,-80.9228191,Water,USA_North_Carolina,Lake Norman
Nixon Lake,35.4848799,-80.9812883,Water,USA_North_Carolina,Lake Norman
Jones Lake,35.581162,-81.0790606,Reservoir,USA_North_Carolina,Lake Norman
Smith Pond,35.455291,-81.1063369,Water,USA_North_Carolina,Lake Norman
Marshall Ash Pond,35.6086562,-80.9654803,Reservoir,USA_North_Carolina,Lake Norman
Auto Storage Lake Number Two,35.5760127,-80.8796523,Reservoir,USA_North_Carolina,Lake Norman
Regency Lake,35.5721876,-80.8850068,Reservoir,USA_North_Carolina,Lake Norman
Stillwell Lake,35.4237507,-80.9178084,Water,USA_North_Carolina,Lake Norman
Maiden Water Plant Lake,35.5858765,-81.1871997,Water,USA_North_Carolina,Lake Norman
Gladdens Lake,35.5461941,-81.1893829,Water,USA_North_Carolina,Lake Norman
Park Lake,35.6733879,-80.9360668,Reservoir,USA_North_Carolina,Lake Norman
Deschutes Pond,35.4103843,-80.8657412,Water,USA_North_Carolina,Lake Norman
Comm Scope Lake,35.6494854,-81.0335666,Reservoir,USA_North_Carolina,Lake Norman
Lookout Shoals Lake,35.7732466,-81.1018387,Reservoir,USA_North_Carolina,Lake Norman
Mountain Island Lake,35.358328,-80.9536047,Lake,USA_North_Carolina,Lake Norman
Lake Norman,35.592323,-80.9682476,Reservoir,USA_North_Carolina,Lake Norman
Lake LuBud,35.4108049,-80.9322331,Water,USA_North_Carolina,Lake Norman
Harmon Pond,33.9971252,-81.2927919,Reservoir,USA_South_Carolina,Lake Murray
Oswald Pond,33.9785872,-81.2821875,Reservoir,USA_South_Carolina,Lake Murray
Smith Pond,33.9480072,-81.3182043,Reservoir,USA_South_Carolina,Lake Murray
Price Ponds,33.9877192,-81.1643018,Reservoir,USA_South_Carolina,Lake Murray
Rikards Pond,33.9594638,-81.3589665,Reservoir,USA_South_Carolina,Lake Murray
Quail Hollow Lake Number One,34.0161976,-81.1164457,Water,USA_South_Carolina,Lake Murray
Quail Hollow Lake,34.0165354,-81.1208558,Lake,USA_South_Carolina,Lake Murray
New Town Lake,34.0784758,-81.1480445,Lake,USA_South_Carolina,Lake Murray
Taylor Millpond,33.933584,-81.3766055,Reservoir,USA_South_Carolina,Lake Murray
Saluda Terrace Gardens Pond,34.0111457,-81.0902699,Water,USA_South_Carolina,Lake Murray
Whitehall Lakes,34.0675093,-81.196439,Reservoir,USA_South_Carolina,Lake Murray
Hayes Pond,33.9536405,-81.3760736,Reservoir,USA_South_Carolina,Lake Murray
Ruff Ponds,33.9845647,-81.1770934,Reservoir,USA_South_Carolina,Lake Murray
Crouts Pond,33.9357189,-81.3561667,Reservoir,USA_South_Carolina,Lake Murray
Heritage Farm Pond,33.9894964,-81.3346547,Water,USA_South_Carolina,Lake Murray
Jumpers Ponds,33.9738616,-81.3983651,Reservoir,USA_South_Carolina,Lake Murray
Brown's River Lake,34.0326165,-81.1727018,Lake,USA_South_Carolina,Lake Murray
Congaree River,33.9721684,-81.0394857,Water,USA_South_Carolina,Lake Murray
Spring Lake,34.0427633,-80.9562891,Lake,USA_South_Carolina,Lake Murray
Sterling Lake,34.0205017,-81.2712564,Reservoir,USA_South_Carolina,Lake Murray
Stevensons Lake,34.1304042,-80.9763666,Reservoir,USA_South_Carolina,Lake Murray
Crescent Lake,34.1358048,-80.9730344,Reservoir,USA_South_Carolina,Lake Murray
Hidden Acres Pond,34.1393259,-80.9759556,Reservoir,USA_South_Carolina,Lake Murray
Carys Lakes,34.0548286,-80.9554933,Lake,USA_South_Carolina,Lake Murray
Village Lake,34.0899583,-80.9844705,Reservoir,USA_South_Carolina,Lake Murray
Burnside Lake,34.0561298,-80.967601,Reservoir,USA_South_Carolina,Lake Murray
Huffstetler Pond,33.9623726,-81.1194564,Reservoir,USA_South_Carolina,Lake Murray
Lemon Pond,33.961421,-81.117132,Reservoir,USA_South_Carolina,Lake Murray
Reflection Pool,33.9959447,-81.0284739,Water,USA_South_Carolina,Lake Murray
Sox Ponds,33.9458788,-81.1409077,Reservoir,USA_South_Carolina,Lake Murray
Hunt Pond,33.9084933,-81.1710408,Reservoir,USA_South_Carolina,Lake Murray
Lake Quail Valley,34.0751516,-81.168418,Lake,USA_South_Carolina,Lake Murray
Moores Pond,34.1021461,-80.9669587,Reservoir,USA_South_Carolina,Lake Murray
Rymers Pond,34.193978,-80.9523761,Reservoir,USA_South_Carolina,Lake Murray
My Pond,34.1554961,-81.0003835,Water,USA_South_Carolina,Lake Murray
Springwood Lake,34.0790125,-80.9518467,Reservoir,USA_South_Carolina,Lake Murray
Durham Pond,33.8960397,-81.2357218,Reservoir,USA_South_Carolina,Lake Murray
Beauclaire Pond,33.9951117,-81.2878295,Water,USA_South_Carolina,Lake Murray
Roberts Pond,34.1449184,-80.9564492,Water,USA_South_Carolina,Lake Murray
Bruners Pond,34.0984711,-80.9379261,Water,USA_South_Carolina,Lake Murray
Barnnets Pond,34.189257,-80.9561964,Reservoir,USA_South_Carolina,Lake Murray
Eden Pond,33.9367256,-81.2181355,Water,USA_South_Carolina,Lake Murray
Arrants Pond,33.9202592,-81.2392564,Reservoir,USA_South_Carolina,Lake Murray
Saxe-Gotha MillPond,33.9361255,-81.2422528,Water,USA_South_Carolina,Lake Murray
Lawn Pond,33.9386541,-81.1883849,Water,USA_South_Carolina,Lake Murray
Sherman Pond,33.9505028,-81.1935248,Water,USA_South_Carolina,Lake Murray
Martin Pond,33.9871272,-81.1293557,Water,USA_South_Carolina,Lake Murray
Huffstetler Pond,33.9835789,-81.117183,Reservoir,USA_South_Carolina,Lake Murray
Graves Pond,33.9866252,-81.1141798,Reservoir,USA_South_Carolina,Lake Murray
Summer Lake,34.0047463,-81.3218959,Lake,USA_South_Carolina,Lake Murray
Younginer Pond,33.9044615,-81.2762833,Lake,USA_South_Carolina,Lake Murray
Roof Pond,33.9543639,-81.153612,Water,USA_South_Carolina,Lake Murray
Staten Pond,33.916596,-81.0798057,Reservoir,USA_South_Carolina,Lake Murray
Redmonds Pond,33.8858637,-81.2497321,Reservoir,USA_South_Carolina,Lake Murray
Millers Pond,33.9094506,-81.3370926,Reservoir,USA_South_Carolina,Lake Murray
Lake Durham,33.917028,-81.1719846,Reservoir,USA_South_Carolina,Lake Murray
Pitts Lake,33.934522,-81.129276,Reservoir,USA_South_Carolina,Lake Murray
Armour Pond,33.9078479,-81.1466099,Reservoir,USA_South_Carolina,Lake Murray
Keels Lake,34.1568445,-81.0306863,Reservoir,USA_South_Carolina,Lake Murray
Winters Pond,34.0738255,-81.0583802,Lake,USA_South_Carolina,Lake Murray
Carroll Pond,33.8842406,-81.2337651,Lake,USA_South_Carolina,Lake Murray
Carolina Patriots of the American Revolution Fountain,33.9986335,-81.030068,Water,USA_South_Carolina,Lake Murray
Keenan Fountain,34.005433,-81.0357027,Water,USA_South_Carolina,Lake Murray
Fisher Pond,33.98821,-81.1398373,Water,USA_South_Carolina,Lake Murray
Lake Elizabeth,34.114091,-80.9851976,Reservoir,USA_South_Carolina,Lake Murray
Grandview Pond,34.0710349,-81.2198593,Water,USA_South_Carolina,Lake Murray
Cathcart Pond,34.3145053,-81.1166384,Reservoir,USA_South_Carolina,Lake Murray
Saluda River,34.0474108,-81.1708614,Water,USA_South_Carolina,Lake Murray
Gibson Pond,33.968156,-81.2473256,Water,USA_South_Carolina,Lake Murray
Smith Pond,34.195212,-81.0101545,Reservoir,USA_South_Carolina,Lake Murray
Mullers Lake,34.2274016,-81.0170174,Reservoir,USA_South_Carolina,Lake Murray
Saluda River,34.0287124,-81.1387637,Water,USA_South_Carolina,Lake Murray
Lake Murray,34.0850427,-81.4532996,Lake,USA_South_Carolina,Lake Murray
Lake Monticello,34.3439974,-81.312749,Reservoir,USA_South_Carolina,Lake Murray
Lake Katherine,34.0022855,-80.9636888,Lake,USA_South_Carolina,Lake Murray
Rockyford Lake,34.0384558,-80.9468091,Lake,USA_South_Carolina,Lake Murray
Forest Lake,34.0294032,-80.9570525,Water,USA_South_Carolina,Lake Murray
Congaree River,33.999311,-81.0550114,Water,USA_South_Carolina,Lake Murray
Parr Reservoir,34.2831272,-81.3644524,Reservoir,USA_South_Carolina,Lake Murray
Windsor Lake,34.0713766,-80.9322179,Lake,USA_South_Carolina,Lake Murray
Cole Lake Three,34.3013343,-82.8260908,Water,USA_South_Carolina,Lake Hartwell
Beaverdam Watershed Five Lake,34.5684515,-82.926493,Water,USA_South_Carolina,Lake Hartwell
Reservoir 21,34.2673906,-83.0181432,Water,USA_South_Carolina,Lake Hartwell
Baskin Pond,34.3229601,-82.7028362,Water,USA_South_Carolina,Lake Hartwell
Spearman Pond,34.5714117,-83.0435557,Water,USA_South_Carolina,Lake Hartwell
Cole Lake Two,34.311588,-82.8345366,Water,USA_South_Carolina,Lake Hartwell
Rays Lake,34.3260159,-82.9531226,Water,USA_South_Carolina,Lake Hartwell
Reservoir 28,34.3714105,-83.1177232,Water,USA_South_Carolina,Lake Hartwell
Beaverdam Watershed Four Lake,34.5550258,-82.977995,Water,USA_South_Carolina,Lake Hartwell
Reservoir Four,34.3124108,-83.0960496,Reservoir,USA_South_Carolina,Lake Hartwell
Reservoir 28,34.3734404,-83.1141976,Water,USA_South_Carolina,Lake Hartwell
